question,Factual_Info
"Question: A 24-year-old man presents with injuries to his lower extremities after being hit by a car 2 hours ago. Both his lower extremities are crushed and he is complaining of severe pain. Vital signs are blood pressure 124/82 mmHg, and heart rate 92 bpm. On physical examination, both thighs are swollen and tender. X-ray shows a fracture of both femurs, and urinalysis reveals massive hemoglobinuria. Abdominal and chest X-rays are normal. What is the next appropriate step in management?
###Options:
A.  Ultrasound of kidneys
B.  Blood transfusion
C.  Normal saline with sodium bicarbonate
D.  Furosemide
E.  None of the above

###Answer:",Realated To Gender
"Question: The minimum hemoglobin concentration in a finger stick from a male blood donor is:
###Options:
A.  12.0g/dL (120g/L)
B.  13.5g/dL (135g/L)
C.  12.5g/dL (125g/L)
D.  15.0g/dL (150g/L)

###Answer:",Realated To Gender
"Question: A young girl, 23 years old is presented with complaint of abdominal, menorrhagia and 18 weeks size mass arising from hypogastrium. The most likely diagnosis is:
###Options:
A.  Endometroisis
B.  Pelvic inflammatory disease
C.  ovarian cyst
D.  fibroid uterus
E.  mesenteric cyst

###Answer:",Realated To Gender
"Question: An 8-month-old girl is diagnosed with an autosomal recessive genetic disease due to a mutation of an enzyme catalyzing a gluconeogenesis pathway. She is treated with cornstarch and vitamin supplementation and abstains from foods containing sucrose, fructose, and galactose. If this regimen is not followed, severe fasting hypoglycemia, lactic acidosis, and hyperuricemia will ensue. Which function is associated with the defective enzyme in this infant?
###Options:
A.  Glucose 6- phosphate hydrolysis in muscle cells
B.  Renal cell glycogenolysis
C.  Oxaloacetic acid (OAA) phosphorylation in muscle cells
D.  Pyruvate decarboxylation in hepatic cells
E.  Renal cell gluconeogenesis

###Answer:",Realated To Gender
"Question: A 65-year-old female patient is admitted to the hospital due to acute hypoxic respiratory failure secondary to extensive interstitial lung disease (ILD) and heart failure exacerbation. She is currently being treated with furosemide and supplemental oxygen as needed. She was previously treated with oral corticosteroids for her ILD. CT scan of the chest is performed and shows an extensive honey-combing pattern in both lungs. As her shortness of breath and cough do not significantly improve with aggressive diuretic therapy, the decision is made to start IV methylprednisolone to decrease lung parenchyma inflammation. The next day, the patient is found to be anxious, restless, and reports seeing animals roam around her room. What is the most likely cause of this patient's visual hallucinations?
###Options:
A.  Delirium tremens
B.  Schizophrenia
C.  Delirium
D.  Steroid-induced psychosis
E.  Mania

###Answer:",Realated To Gender
"Question: A 44-year-old man presents with severe unilateral headaches located at the back of his right eye for the past 3 nights. The headaches wake him up from sleep and are accompanied by conjunctival injection and increased lacrimation. He recalls having the same symptoms 2 years ago, for which he was given oxygen by inhalation with an improvement of symptoms. What is another abortive treatment of choice for this type of headache?
###Options:
A.  Subcutaneous triptan
B.  Ibuprofen
C.  Verapamil
D.  Intranasal lidocaine
E.  Propanolol

###Answer:",Realated To Gender
"Question: A 33-year-old woman presents for a follow-up visit for increased facial hair and irregular periods. Her past medical history is significant for type 2 diabetes mellitus treated with metformin 500 mg twice daily. She has a 15-pack-year-smoking history. She has never been pregnant and takes an oral contraceptive pill. Her family history is significant for hypertension, dyslipidemia, and obesity in her mother and father. Her blood pressure is 138/84 mm Hg, and her body mass index (BMI) is 38 kg/m2. A pelvic ultrasound demonstrates multiple follicles arranged like a ""string of pearls"" in each ovary. What preventative measure would have the greatest impact in reducing this patient's endometrial cancer risk? 
###Options:
A.  Increase daily metformin dosage
B.  Discontinue combination oral contraceptive pills
C.  Weight Loss
D.  Smoking cessation
E.  Healthy eating

###Answer:",Realated To Gender
"Question: A patient complains of heavy but regular menstrual periods. An anatomic cause of the magnitude of her flow has been ruled out. Which of the following has been shown to be most effective in reducing rather than eliminating her menstrual flow?
###Options:
A.  Tranexamic acid
B.  Dilation and curettage
C.  Depot medroxyprogesterone acetate (DMPA)
D.  Misoprostol
E.  Ergonovine maleate

###Answer:",Realated To Gender
"Question: You advise barrier nursing on the ward for a 60-year-old man with bacillary dysentery. The medical students inquire about the prevention of hospital
cross-infection by using barrier nursing. Which one of the following conditions will you choose as a second example to highlight this point?

###Options:
A.  Legionellosis
B.  Malaria
C.  Typhoid fever
D.  Bacterial endocarditis
E.  Rheumatic fever

###Answer:",Realated To Gender
"Question: A 19-year-old man presents with nausea, vomiting, and palpitations worsening over the past 2 days. He remembers being hospitalized after feeling this way once before but does not remember the cause. He has a past medical history of type 1 diabetes mellitus. Vital signs are heart rate 114 bpm, blood pressure 102/70 mm Hg, and respiratory rate 22 breaths/min. Physical examination demonstrates deep and labored breathing and decreased skin turgor. The clinician decides to initiate treatment with intravenous insulin. Which electrolyte derangement will be corrected by the administration of insulin?
###Options:
A.  Hypokalemia
B.  Hyperkalemia
C.  Hypercalcemia
D.  Hypocalcemia
E.  Hypernatremia

###Answer:",Realated To Gender
"Question: A 56-year-old man with a history of heavy smoking presents with a persistent productive cough and progressive shortness of breath. A pulmonary examination reveals decreased breath sounds and scattered wheezes. Based on this patient's history and physical examination, which of the following is the most likely physiological defect on pulmonary function testing?
###Options:
A.  Increase in residual volume
B.  Decrease in tidal volume
C.  Increase in vital capacity
D.  Decrease in total lung capacity
E.  Increase in minute ventilation

###Answer:",Realated To Gender
"Question:  The physician on call is paged to the well-baby nursery because a full-term, 3-hour-old boy hashad green emesis twice. He has vomited after each of his feedings. He is being breast-fed. Hewas born by spontaneous vaginal delivery following a pregnancy complicated by polyhydramnios. His Apgar scores were 8 and 9 at 1 and 5 minutes, respectively. His temperature is 37°C (98.6°F), blood pressure is 70/50 mm Hg, pulse is 150/min, and respiratory rate is 24/min. His upper abdomen is distended, soft, and without palpable masses. Air is visualized in the duodenum and the stomach on x-ray.Which of the following is the most likely diagnosis?
###Options:
A.  Duodenal atresia
B.  Hirschsprungs disease
C.  Intussusception
D.  Malrotation with volvulus
E.  Pyloric stenosis

###Answer:",Realated To Gender
"Question: A 24-year-old woman with Down's syndrome is evaluated for hair loss. Hair comes out in patches when she washes or brushes it. She feels well and has had no recent stressors or changes in her routine. She takes no medications. She is not fatigued and has had no recent change in weight. On examination, she has a well-demarcated bald patch in the occipital area. The area shows a small oval patch of smooth skin with no scale or redness. Wood's light examination is negative. Which of the following is the most likely diagnosis?
###Options:
A.  Telogen effluvium
B.  Trichotillomania
C.  Tinea capitis
D.  Alopecia areata
E.  None of the above

###Answer:",Realated To Gender
"Question: A 60- year old female came into the consulting room with shuffling gait and pill rolling tremor at the right thumb and fingers. The following is characteristic of the diagnosis 
###Options:
A.  Ataxia
B.  Macrographia
C.  Dysarthria
D.  Hyperkinesia
E.  Facial seborrhea

###Answer:",Realated To Gender
"Question: DD is a 50-year-old male with newly diagnosed hypertension. His comorbidities include diabetes and chronic hepatitis C infection with moderate liver impairment. He requires two drugs for initial treatment of his hypertension. Which should be prescribed in combination with a thiazide diuretic
###Options:
A.  Lisinopril
B.  Spironolactone
C.  Fosinopril
D.  Furosemide
E.  Hydralazine

###Answer:",Realated To Gender
"Question: A 66-year-old woman complains of stiffness and weakness climbing stairs. She has a history of hypertension and diet-controlled type 2 diabetes. On examination, there is mild upper arm weakness, hip flexion is 4/5 bilaterally, with bilateral wasting and flickers of fasciculations in the right quadriceps. Knee extension is 4/5. Dorsiflexion and plantar flexion are strong. Brisk knee and ankle reflexes are elicited, as well as a positive Hoffmans and Babinskis sign. Sensory examination and cranial nerves are normal. Her BM is 8.9, her pulse is regular and her blood pressure is 178/97. What is the most likely diagnosis?
###Options:
A.  Myasthenia gravis
B.  Diabetic neuropathy
C.  Myositis
D.  Motor neurone disease
E.  Multiple sclerosis (MS)

###Answer:",Realated To Gender
